date,product_id,category,units_sold,units_ordered,price,discount(%),weather,season,demand,promotion,holiday
2022-01-05,P005,Electronics,5,5,25000,0,Sunny,Winter,High,No,No
2022-01-05,P004,Electronics,0,0,15000,0,Sunny,Winter,Low,No,No
2022-01-05,P006,Electronics,2,3,3500,0,Sunny,Winter,Medium,No,No
2022-01-05,P028,Sweets,17,20,250,10,Sunny,Winter,High,Yes,No
2022-01-05,P016,Utilities,4,7,35000,10,Sunny,Winter,High,Yes,No
2022-01-05,P007,Groceries,18,20,250,5,Sunny,Winter,High,Yes,No
2022-01-05,P028,Sweets,5,5,250,0,Sunny,Winter,Low,No,No
2022-01-05,P013,Utilities,0,3,300,15,Sunny,Winter,Low,Yes,No
2022-01-06,P014,Utilities,1,2,600,0,Cloudy,Winter,Low,No,No
2022-01-06,P036,Beauty,9,11,899,25,Cloudy,Winter,High,Yes,No
2022-01-06,P009,Hot Beverages,4,4,120,0,Cloudy,Winter,Low,No,No
2022-01-06,P036,Beauty,1,1,899,0,Cloudy,Winter,Low,No,No
2022-01-06,P040,Sweets,9,9,600,0,Cloudy,Winter,Medium,No,No
2022-01-06,P029,Electronics,5,7,2800,0,Cloudy,Winter,High,No,No
2022-01-06,P016,Utilities,2,3,35000,0,Cloudy,Winter,Medium,No,No
2022-01-06,P009,Hot Beverages,8,8,120,0,Cloudy,Winter,Medium,No,No
2022-01-06,P005,Electronics,2,4,25000,0,Cloudy,Winter,Medium,No,No
2022-01-06,P001,Clothes,4,4,799,0,Cloudy,Winter,Low,No,No
2022-01-06,P020,Stationary,5,5,50,0,Cloudy,Winter,Medium,No,No
2022-01-06,P016,Utilities,5,6,35000,0,Cloudy,Winter,High,No,No
2022-01-06,P017,Beauty,2,4,199,0,Cloudy,Winter,Low,No,No
2022-01-06,P038,Utilities,1,3,450,0,Cloudy,Winter,Low,No,No
2022-01-06,P039,Cold Beverages,8,8,300,20,Cloudy,Winter,Medium,Yes,No
2022-01-06,P026,Clothes,3,4,999,25,Cloudy,Winter,Low,Yes,No
2022-01-06,P005,Electronics,3,4,25000,0,Cloudy,Winter,Medium,No,No
2022-01-06,P011,Cold Beverages,8,8,20,10,Cloudy,Winter,Medium,Yes,No
2022-01-07,P027,Beauty,3,5,100,20,Sunny,Winter,Medium,Yes,No
2022-01-07,P011,Cold Beverages,1,2,20,0,Sunny,Winter,Low,No,No
2022-01-07,P040,Sweets,7,8,600,0,Sunny,Winter,Medium,No,No
2022-01-07,P016,Utilities,3,3,35000,0,Sunny,Winter,Medium,No,No
2022-01-07,P007,Groceries,6,9,250,0,Sunny,Winter,Low,No,No
2022-01-07,P023,Sweets,5,6,600,0,Sunny,Winter,Low,No,No
2022-01-07,P020,Stationary,4,4,50,0,Sunny,Winter,Low,No,No
2022-01-07,P011,Cold Beverages,5,8,20,0,Sunny,Winter,Medium,No,No
2022-01-07,P035,Groceries,8,10,260,25,Sunny,Winter,Medium,Yes,No
2022-01-07,P036,Beauty,1,1,899,10,Sunny,Winter,Low,Yes,No
2022-01-07,P003,Clothes,12,13,499,15,Sunny,Winter,High,Yes,No
2022-01-07,P006,Electronics,3,5,3500,0,Sunny,Winter,Medium,No,No
2022-01-07,P033,Clothes,18,18,899,0,Sunny,Winter,High,No,No
2022-01-07,P036,Beauty,2,3,899,5,Sunny,Winter,Low,Yes,No
2022-01-08,P021,Travel Necessaries,3,3,700,0,Cold,Winter,Medium,No,Yes
2022-01-08,P003,Clothes,10,13,499,15,Cold,Winter,High,Yes,Yes
2022-01-08,P012,Cold Beverages,4,6,35,0,Cold,Winter,Low,No,Yes
2022-01-08,P035,Groceries,7,7,260,0,Cold,Winter,Low,No,Yes
2022-01-08,P008,Groceries,11,13,45,0,Cold,Winter,Medium,No,Yes
2022-01-08,P022,Travel Necessaries,1,1,2500,0,Cold,Winter,Low,No,Yes
2022-01-08,P015,Utilities,7,8,2000,20,Cold,Winter,High,Yes,Yes
2022-01-08,P023,Sweets,8,9,600,0,Cold,Winter,Medium,No,Yes
2022-01-08,P031,Groceries,10,13,220,0,Cold,Winter,Medium,No,Yes
2022-01-08,P018,Makeup,2,5,499,0,Cold,Winter,Low,No,Yes
2022-01-09,P038,Utilities,4,6,450,0,Cold,Winter,High,No,Yes
2022-01-09,P030,Groceries,4,5,150,0,Cold,Winter,Low,No,Yes
2022-01-09,P040,Sweets,7,7,600,0,Cold,Winter,Medium,No,Yes
2022-01-09,P010,Hot Beverages,5,6,180,20,Cold,Winter,Medium,Yes,Yes
2022-01-09,P020,Stationary,5,6,50,0,Cold,Winter,Medium,No,Yes
2022-01-09,P006,Electronics,1,2,3500,0,Cold,Winter,Low,No,Yes
2022-01-09,P006,Electronics,3,5,3500,0,Cold,Winter,Medium,No,Yes
2022-01-09,P030,Groceries,11,12,150,0,Cold,Winter,Medium,No,Yes
2022-01-09,P020,Stationary,10,13,50,0,Cold,Winter,High,No,Yes
2022-01-09,P033,Clothes,16,17,899,0,Cold,Winter,High,No,Yes
2022-01-09,P012,Cold Beverages,8,10,35,0,Cold,Winter,Medium,No,Yes
2022-01-09,P013,Utilities,2,5,300,0,Cold,Winter,Medium,No,Yes
2022-01-09,P001,Clothes,5,6,799,0,Cold,Winter,Medium,No,Yes
2022-01-09,P024,Sweets,10,12,400,0,Cold,Winter,Medium,No,Yes
2022-01-09,P040,Sweets,11,11,600,0,Cold,Winter,Medium,No,Yes
2022-01-09,P026,Clothes,6,6,999,0,Cold,Winter,Medium,No,Yes
2022-01-09,P021,Travel Necessaries,3,5,700,0,Cold,Winter,Medium,No,Yes
2022-01-09,P036,Beauty,5,8,899,20,Cold,Winter,Medium,Yes,Yes
2022-01-09,P020,Stationary,7,10,50,0,Cold,Winter,Medium,No,Yes
2022-01-10,P035,Groceries,5,5,260,0,Sunny,Winter,Low,No,No
2022-01-10,P014,Utilities,4,7,600,15,Sunny,Winter,High,Yes,No
2022-01-10,P009,Hot Beverages,8,11,120,10,Sunny,Winter,Medium,Yes,No
2022-01-10,P021,Travel Necessaries,1,1,700,0,Sunny,Winter,Low,No,No
2022-01-10,P019,Stationary,4,6,60,0,Sunny,Winter,Low,No,No
2022-01-10,P016,Utilities,2,2,35000,0,Sunny,Winter,Medium,No,No
2022-01-10,P031,Groceries,7,8,220,0,Sunny,Winter,Low,No,No
2022-01-10,P018,Makeup,5,8,499,0,Sunny,Winter,Medium,No,No
2022-01-10,P040,Sweets,6,9,600,0,Sunny,Winter,Low,No,No
2022-01-10,P036,Beauty,1,4,899,0,Sunny,Winter,Low,No,No
2022-01-10,P030,Groceries,13,16,150,25,Sunny,Winter,Medium,Yes,No
2022-01-10,P004,Electronics,0,0,15000,0,Sunny,Winter,Low,No,No
2022-01-10,P028,Sweets,5,8,250,0,Sunny,Winter,Low,No,No
2022-01-10,P001,Clothes,3,3,799,0,Sunny,Winter,Low,No,No
2022-01-10,P032,Groceries,8,9,120,0,Sunny,Winter,Medium,No,No
2022-01-10,P036,Beauty,1,2,899,0,Sunny,Winter,Low,No,No
2022-01-11,P002,Clothes,19,19,1499,0,Cold,Winter,High,No,No
2022-01-11,P017,Beauty,6,9,199,0,Cold,Winter,High,No,No
2022-01-11,P018,Makeup,1,4,499,0,Cold,Winter,Low,No,No
2022-01-11,P022,Travel Necessaries,4,7,2500,0,Cold,Winter,High,No,No
2022-01-11,P021,Travel Necessaries,0,2,700,0,Cold,Winter,Low,No,No
2022-01-11,P030,Groceries,11,13,150,20,Cold,Winter,Medium,Yes,No
2022-01-11,P038,Utilities,4,4,450,0,Cold,Winter,High,No,No
2022-01-11,P006,Electronics,2,3,3500,0,Cold,Winter,Medium,No,No
2022-01-11,P011,Cold Beverages,8,9,20,0,Cold,Winter,Medium,No,No
2022-01-11,P032,Groceries,14,16,120,20,Cold,Winter,Medium,Yes,No
2022-01-11,P032,Groceries,9,12,120,0,Cold,Winter,Medium,No,No
2022-01-11,P027,Beauty,4,5,100,0,Cold,Winter,Medium,No,No
2022-01-11,P023,Sweets,5,8,600,0,Cold,Winter,Low,No,No
2022-01-11,P037,Clothes,8,8,1500,0,Cold,Winter,Medium,No,No
2022-01-11,P025,Clothes,11,11,250,0,Cold,Winter,High,No,No
2022-01-11,P040,Sweets,7,10,600,0,Cold,Winter,Medium,No,No
2022-01-12,P005,Electronics,2,4,25000,0,Cloudy,Winter,Medium,No,No
2022-01-12,P023,Sweets,12,14,600,0,Cloudy,Winter,Medium,No,No
2022-01-12,P039,Cold Beverages,8,8,300,0,Cloudy,Winter,Medium,No,No
2022-01-12,P007,Groceries,8,10,250,0,Cloudy,Winter,Medium,No,No
2022-01-12,P005,Electronics,1,2,25000,0,Cloudy,Winter,Low,No,No
2022-01-12,P025,Clothes,16,17,250,0,Cloudy,Winter,High,No,No
2022-01-12,P038,Utilities,2,4,450,25,Cloudy,Winter,Medium,Yes,No
2022-01-12,P011,Cold Beverages,5,5,20,0,Cloudy,Winter,Medium,No,No
2022-01-12,P017,Beauty,1,2,199,0,Cloudy,Winter,Low,No,No
2022-01-12,P037,Clothes,6,9,1500,0,Cloudy,Winter,Medium,No,No
2022-01-12,P009,Hot Beverages,6,6,120,0,Cloudy,Winter,Medium,No,No
2022-01-12,P002,Clothes,12,13,1499,0,Cloudy,Winter,High,No,No
2022-01-12,P002,Clothes,9,10,1499,0,Cloudy,Winter,Medium,No,No
2022-01-12,P015,Utilities,3,3,2000,0,Cloudy,Winter,Medium,No,No
2022-01-12,P039,Cold Beverages,6,6,300,0,Cloudy,Winter,Medium,No,No
2022-01-13,P016,Utilities,2,4,35000,0,Cold,Winter,Medium,No,No
2022-01-13,P006,Electronics,0,3,3500,0,Cold,Winter,Low,No,No
2022-01-13,P032,Groceries,5,5,120,0,Cold,Winter,Low,No,No
2022-01-13,P036,Beauty,3,6,899,0,Cold,Winter,Medium,No,No
2022-01-13,P016,Utilities,2,5,35000,0,Cold,Winter,Medium,No,No
2022-01-13,P036,Beauty,7,8,899,5,Cold,Winter,High,Yes,No
2022-01-13,P022,Travel Necessaries,2,4,2500,0,Cold,Winter,Medium,No,No
2022-01-13,P032,Groceries,6,8,120,0,Cold,Winter,Low,No,No
2022-01-13,P022,Travel Necessaries,3,5,2500,10,Cold,Winter,Medium,Yes,No
2022-01-13,P018,Makeup,5,6,499,0,Cold,Winter,Medium,No,No
2022-01-13,P021,Travel Necessaries,1,1,700,0,Cold,Winter,Low,No,No
2022-01-13,P030,Groceries,9,11,150,0,Cold,Winter,Medium,No,No
2022-01-13,P040,Sweets,8,11,600,0,Cold,Winter,Medium,No,No
2022-01-13,P010,Hot Beverages,7,9,180,0,Cold,Winter,Medium,No,No
2022-01-13,P032,Groceries,13,15,120,20,Cold,Winter,Medium,Yes,No
2022-01-13,P030,Groceries,7,10,150,0,Cold,Winter,Low,No,No
2022-01-14,P006,Electronics,1,1,3500,0,Cold,Winter,Low,No,Yes
2022-01-14,P010,Hot Beverages,7,9,180,0,Cold,Winter,Medium,No,Yes
2022-01-14,P032,Groceries,8,8,120,10,Cold,Winter,Medium,Yes,Yes
2022-01-14,P031,Groceries,18,18,220,20,Cold,Winter,High,Yes,Yes
2022-01-14,P022,Travel Necessaries,6,6,2500,15,Cold,Winter,High,Yes,Yes
2022-01-14,P019,Stationary,5,8,60,0,Cold,Winter,Medium,No,Yes
2022-01-14,P032,Groceries,14,14,120,25,Cold,Winter,Medium,Yes,Yes
2022-01-14,P019,Stationary,2,3,60,0,Cold,Winter,Low,No,Yes
2022-01-14,P018,Makeup,8,8,499,25,Cold,Winter,High,Yes,Yes
2022-01-14,P015,Utilities,13,15,2000,0,Cold,Winter,High,No,Yes
2022-01-14,P007,Groceries,4,6,250,0,Cold,Winter,Low,No,Yes
2022-01-14,P018,Makeup,3,5,499,0,Cold,Winter,Medium,No,Yes
2022-01-14,P013,Utilities,0,3,300,0,Cold,Winter,Low,No,Yes
2022-01-14,P013,Utilities,1,2,300,0,Cold,Winter,Low,No,Yes
2022-01-14,P020,Stationary,1,1,50,0,Cold,Winter,Low,No,Yes
2022-01-14,P023,Sweets,27,29,600,0,Cold,Winter,High,No,Yes
2022-01-14,P023,Sweets,6,8,600,0,Cold,Winter,Low,No,Yes
2022-01-14,P001,Clothes,6,7,799,0,Cold,Winter,Medium,No,Yes
2022-01-15,P015,Utilities,11,13,2000,0,Cold,Winter,High,No,Yes
2022-01-15,P030,Groceries,19,20,150,15,Cold,Winter,High,Yes,Yes
2022-01-15,P038,Utilities,3,4,450,0,Cold,Winter,Medium,No,Yes
2022-01-15,P037,Clothes,5,8,1500,0,Cold,Winter,Medium,No,Yes
2022-01-15,P018,Makeup,7,7,499,0,Cold,Winter,High,No,Yes
2022-01-15,P004,Electronics,4,6,15000,25,Cold,Winter,High,Yes,Yes
2022-01-15,P028,Sweets,12,13,250,10,Cold,Winter,Medium,Yes,Yes
2022-01-15,P039,Cold Beverages,3,3,300,0,Cold,Winter,Low,No,Yes
2022-01-15,P006,Electronics,3,4,3500,25,Cold,Winter,Medium,Yes,Yes
2022-01-15,P014,Utilities,1,3,600,0,Cold,Winter,Low,No,Yes
2022-01-15,P040,Sweets,5,5,600,0,Cold,Winter,Low,No,Yes
2022-01-15,P020,Stationary,7,7,50,0,Cold,Winter,Medium,No,Yes
2022-01-15,P020,Stationary,7,10,50,0,Cold,Winter,Medium,No,Yes
2022-01-15,P034,Stationary,2,5,1200,0,Cold,Winter,Low,No,Yes
2022-01-15,P039,Cold Beverages,5,6,300,0,Cold,Winter,Medium,No,Yes
2022-01-15,P005,Electronics,5,8,25000,20,Cold,Winter,High,Yes,Yes
2022-01-16,P033,Clothes,14,14,899,0,Cold,Winter,High,No,Yes
2022-01-16,P017,Beauty,3,6,199,0,Cold,Winter,Medium,No,Yes
2022-01-16,P036,Beauty,5,5,899,15,Cold,Winter,Medium,Yes,Yes
2022-01-16,P019,Stationary,8,11,60,0,Cold,Winter,Medium,No,Yes
2022-01-16,P011,Cold Beverages,7,10,20,0,Cold,Winter,Medium,No,Yes
2022-01-16,P022,Travel Necessaries,2,2,2500,0,Cold,Winter,Medium,No,Yes
2022-01-16,P006,Electronics,2,5,3500,0,Cold,Winter,Medium,No,Yes
2022-01-16,P031,Groceries,18,21,220,0,Cold,Winter,High,No,Yes
2022-01-16,P018,Makeup,1,2,499,0,Cold,Winter,Low,No,Yes
2022-01-16,P006,Electronics,5,5,3500,0,Cold,Winter,High,No,Yes
2022-01-16,P021,Travel Necessaries,2,2,700,0,Cold,Winter,Medium,No,Yes
2022-01-16,P029,Electronics,5,5,2800,20,Cold,Winter,High,Yes,Yes
2022-01-16,P026,Clothes,2,5,999,0,Cold,Winter,Low,No,Yes
2022-01-16,P018,Makeup,6,9,499,20,Cold,Winter,High,Yes,Yes
2022-01-17,P033,Clothes,18,21,899,0,Sunny,Winter,High,No,No
2022-01-17,P038,Utilities,0,3,450,0,Sunny,Winter,Low,No,No
2022-01-17,P001,Clothes,8,10,799,0,Sunny,Winter,Medium,No,No
2022-01-17,P022,Travel Necessaries,3,5,2500,0,Sunny,Winter,Medium,No,No
2022-01-17,P013,Utilities,1,2,300,0,Sunny,Winter,Low,No,No
2022-01-17,P030,Groceries,10,13,150,0,Sunny,Winter,Medium,No,No
2022-01-17,P031,Groceries,6,7,220,0,Sunny,Winter,Low,No,No
2022-01-17,P032,Groceries,8,10,120,0,Sunny,Winter,Medium,No,No
2022-01-17,P005,Electronics,1,4,25000,0,Sunny,Winter,Low,No,No
2022-01-17,P006,Electronics,2,2,3500,0,Sunny,Winter,Medium,No,No
2022-01-17,P034,Stationary,5,8,1200,0,Sunny,Winter,Medium,No,No
2022-01-17,P029,Electronics,3,4,2800,0,Sunny,Winter,Medium,No,No
2022-01-17,P030,Groceries,7,8,150,0,Sunny,Winter,Low,No,No
2022-01-17,P030,Groceries,7,8,150,0,Sunny,Winter,Low,No,No
2022-01-17,P029,Electronics,1,4,2800,0,Sunny,Winter,Low,No,No
2022-01-17,P008,Groceries,12,13,45,10,Sunny,Winter,Medium,Yes,No
2022-01-17,P020,Stationary,9,12,50,0,Sunny,Winter,Medium,No,No
2022-01-17,P018,Makeup,2,4,499,0,Sunny,Winter,Low,No,No
2022-01-18,P001,Clothes,9,12,799,0,Sunny,Winter,Medium,No,No
2022-01-18,P019,Stationary,4,4,60,0,Sunny,Winter,Low,No,No
2022-01-18,P035,Groceries,9,9,260,10,Sunny,Winter,Medium,Yes,No
2022-01-18,P021,Travel Necessaries,0,3,700,0,Sunny,Winter,Low,No,No
2022-01-18,P022,Travel Necessaries,0,3,2500,0,Sunny,Winter,Low,No,No
2022-01-18,P040,Sweets,6,6,600,0,Sunny,Winter,Low,No,No
2022-01-18,P010,Hot Beverages,9,11,180,15,Sunny,Winter,Medium,Yes,No
2022-01-18,P007,Groceries,6,9,250,0,Sunny,Winter,Low,No,No
2022-01-18,P032,Groceries,8,9,120,0,Sunny,Winter,Medium,No,No
2022-01-18,P033,Clothes,17,19,899,0,Sunny,Winter,High,No,No
2022-01-18,P025,Clothes,19,20,250,0,Sunny,Winter,High,No,No
2022-01-18,P027,Beauty,3,6,100,20,Sunny,Winter,Medium,Yes,No
2022-01-18,P016,Utilities,0,1,35000,0,Sunny,Winter,Low,No,No
2022-01-18,P030,Groceries,5,6,150,0,Sunny,Winter,Low,No,No
2022-01-18,P036,Beauty,2,5,899,0,Sunny,Winter,Low,No,No
2022-01-18,P035,Groceries,8,10,260,0,Sunny,Winter,Medium,No,No
2022-01-18,P007,Groceries,5,8,250,0,Sunny,Winter,Low,No,No
2022-01-19,P030,Groceries,10,10,150,0,Cold,Winter,Medium,No,No
2022-01-19,P038,Utilities,2,5,450,0,Cold,Winter,Medium,No,No
2022-01-19,P005,Electronics,2,4,25000,0,Cold,Winter,Medium,No,No
2022-01-19,P030,Groceries,7,8,150,0,Cold,Winter,Low,No,No
2022-01-19,P015,Utilities,10,12,2000,0,Cold,Winter,High,No,No
2022-01-19,P016,Utilities,2,3,35000,0,Cold,Winter,Medium,No,No
2022-01-19,P011,Cold Beverages,8,11,20,25,Cold,Winter,Medium,Yes,No
2022-01-19,P023,Sweets,10,11,600,0,Cold,Winter,Medium,No,No
2022-01-19,P002,Clothes,25,25,1499,15,Cold,Winter,High,Yes,No
2022-01-19,P007,Groceries,6,8,250,0,Cold,Winter,Low,No,No
2022-01-19,P016,Utilities,3,4,35000,0,Cold,Winter,Medium,No,No
2022-01-20,P008,Groceries,9,9,45,0,Sunny,Winter,Medium,No,No
2022-01-20,P019,Stationary,2,4,60,0,Sunny,Winter,Low,No,No
2022-01-20,P011,Cold Beverages,5,8,20,0,Sunny,Winter,Medium,No,No
2022-01-20,P024,Sweets,3,5,400,0,Sunny,Winter,Low,No,No
2022-01-20,P027,Beauty,3,4,100,25,Sunny,Winter,Medium,Yes,No
2022-01-20,P006,Electronics,3,5,3500,0,Sunny,Winter,Medium,No,No
2022-01-20,P038,Utilities,3,4,450,0,Sunny,Winter,Medium,No,No
2022-01-20,P020,Stationary,7,7,50,0,Sunny,Winter,Medium,No,No
2022-01-20,P009,Hot Beverages,4,4,120,0,Sunny,Winter,Low,No,No
2022-01-20,P015,Utilities,4,6,2000,0,Sunny,Winter,High,No,No
2022-01-20,P032,Groceries,10,12,120,0,Sunny,Winter,Medium,No,No
2022-01-20,P018,Makeup,6,6,499,25,Sunny,Winter,High,Yes,No
2022-01-20,P002,Clothes,15,18,1499,0,Sunny,Winter,High,No,No
2022-01-20,P037,Clothes,6,8,1500,0,Sunny,Winter,Medium,No,No
2022-01-20,P007,Groceries,8,10,250,0,Sunny,Winter,Medium,No,No
2022-01-20,P020,Stationary,5,8,50,20,Sunny,Winter,Medium,Yes,No
2022-01-20,P015,Utilities,10,12,2000,0,Sunny,Winter,High,No,No
2022-01-21,P040,Sweets,7,7,600,0,Cold,Winter,Medium,No,No
2022-01-21,P007,Groceries,8,9,250,0,Cold,Winter,Medium,No,No
2022-01-21,P020,Stationary,8,8,50,0,Cold,Winter,Medium,No,No
2022-01-21,P027,Beauty,6,6,100,5,Cold,Winter,High,Yes,No
2022-01-21,P030,Groceries,5,7,150,0,Cold,Winter,Low,No,No
2022-01-21,P002,Clothes,18,20,1499,0,Cold,Winter,High,No,No
2022-01-21,P025,Clothes,12,15,250,0,Cold,Winter,High,No,No
2022-01-21,P038,Utilities,0,2,450,0,Cold,Winter,Low,No,No
2022-01-21,P024,Sweets,5,7,400,0,Cold,Winter,Low,No,No
2022-01-21,P017,Beauty,3,6,199,0,Cold,Winter,Medium,No,No
2022-01-21,P006,Electronics,3,3,3500,0,Cold,Winter,Medium,No,No
2022-01-21,P026,Clothes,5,7,999,0,Cold,Winter,Medium,No,No
2022-01-21,P007,Groceries,7,10,250,0,Cold,Winter,Low,No,No
2022-01-22,P038,Utilities,2,3,450,0,Cold,Winter,Medium,No,Yes
2022-01-22,P005,Electronics,3,4,25000,0,Cold,Winter,Medium,No,Yes
2022-01-22,P009,Hot Beverages,2,3,120,0,Cold,Winter,Low,No,Yes
2022-01-22,P004,Electronics,4,5,15000,0,Cold,Winter,High,No,Yes
2022-01-22,P006,Electronics,4,4,3500,0,Cold,Winter,High,No,Yes
2022-01-22,P008,Groceries,4,7,45,0,Cold,Winter,Low,No,Yes
2022-01-22,P023,Sweets,16,18,600,10,Cold,Winter,High,Yes,Yes
2022-01-22,P024,Sweets,17,19,400,25,Cold,Winter,High,Yes,Yes
2022-01-22,P029,Electronics,3,4,2800,0,Cold,Winter,Medium,No,Yes
2022-01-22,P003,Clothes,6,7,499,0,Cold,Winter,Medium,No,Yes
2022-01-22,P040,Sweets,7,9,600,0,Cold,Winter,Medium,No,Yes
2022-01-22,P027,Beauty,3,6,100,0,Cold,Winter,Medium,No,Yes
2022-01-23,P028,Sweets,8,11,250,0,Cold,Winter,Medium,No,Yes
2022-01-23,P004,Electronics,3,6,15000,0,Cold,Winter,Medium,No,Yes
2022-01-23,P034,Stationary,7,7,1200,0,Cold,Winter,Medium,No,Yes
2022-01-23,P033,Clothes,21,21,899,0,Cold,Winter,High,No,Yes
2022-01-23,P033,Clothes,20,23,899,0,Cold,Winter,High,No,Yes
2022-01-23,P005,Electronics,5,7,25000,0,Cold,Winter,High,No,Yes
2022-01-23,P039,Cold Beverages,14,15,300,10,Cold,Winter,High,Yes,Yes
2022-01-23,P021,Travel Necessaries,4,6,700,5,Cold,Winter,High,Yes,Yes
2022-01-23,P009,Hot Beverages,11,12,120,25,Cold,Winter,High,Yes,Yes
